"Title","ClockTime","SourceStartSeconds","TotalDurationSeconds","SpokenDurationSeconds","LeadSeconds","DurationMode","Tags"
"Eric Great Time Travel Device","4:27:44 PM","548.6","62","60","2","manifest","BANGER;PERSONA;MECHANISM"
